zip,num_vehicles,num_chargers,_merge,vehicles_per_charger,valid_zip
93905,0.0,10,right_only,0.0,1
93906,0.0,3,right_only,0.0,1
93907,0.0,7,right_only,0.0,1
93908,0.0,5,right_only,0.0,1
93920,0.0,4,right_only,0.0,1
93921,0.0,3,right_only,0.0,1
93923,0.0,19,right_only,0.0,1
93924,0.0,3,right_only,0.0,1
93927,0.0,1,right_only,0.0,1
93930,0.0,5,right_only,0.0,1
93933,0.0,35,right_only,0.0,1
93940,0.0,25,right_only,0.0,1
93950,0.0,16,right_only,0.0,1
93953,0.0,7,right_only,0.0,1
93955,0.0,32,right_only,0.0,1
93960,0.0,8,right_only,0.0,1
94002,0.0,2,right_only,0.0,1
94005,0.0,41,right_only,0.0,1
94010,0.0,97,right_only,0.0,1
94014,0.0,8,right_only,0.0,1
94015,0.0,12,right_only,0.0,1
94018,0.0,2,right_only,0.0,1
94019,0.0,10,right_only,0.0,1
94022,0.0,20,right_only,0.0,1
94024,0.0,4,right_only,0.0,1
94025,0.0,307,right_only,0.0,1
94027,0.0,3,right_only,0.0,1
94028,0.0,5,right_only,0.0,1
94030,0.0,25,right_only,0.0,1
94035,0.0,1,right_only,0.0,1
94038,0.0,1,right_only,0.0,1
94040,0.0,43,right_only,0.0,1
94041,0.0,10,right_only,0.0,1
94043,0.0,94,right_only,0.0,1
94044,0.0,5,right_only,0.0,1
94061,0.0,10,right_only,0.0,1
94062,0.0,18,right_only,0.0,1
94063,0.0,111,right_only,0.0,1
94065,0.0,63,right_only,0.0,1
94066,0.0,12,right_only,0.0,1
94070,0.0,15,right_only,0.0,1
94080,0.0,193,right_only,0.0,1
94085,0.0,19,right_only,0.0,1
94086,0.0,112,right_only,0.0,1
94087,0.0,25,right_only,0.0,1
94089,0.0,31,right_only,0.0,1
94102,0.0,24,right_only,0.0,1
94103,0.0,59,right_only,0.0,1
94104,0.0,5,right_only,0.0,1
94105,0.0,36,right_only,0.0,1
94107,0.0,40,right_only,0.0,1
94108,0.0,29,right_only,0.0,1
94109,0.0,18,right_only,0.0,1
94110,0.0,13,right_only,0.0,1
94111,0.0,37,right_only,0.0,1
94112,0.0,8,right_only,0.0,1
94115,0.0,9,right_only,0.0,1
94116,0.0,11,right_only,0.0,1
94117,0.0,3,right_only,0.0,1
94118,0.0,7,right_only,0.0,1
94121,0.0,2,right_only,0.0,1
94122,0.0,8,right_only,0.0,1
94123,0.0,39,right_only,0.0,1
94124,0.0,8,right_only,0.0,1
94128,0.0,106,right_only,0.0,1
94129,0.0,6,right_only,0.0,1
94131,0.0,1,right_only,0.0,1
94132,0.0,29,right_only,0.0,1
94133,0.0,6,right_only,0.0,1
94143,0.0,5,right_only,0.0,1
94158,0.0,130,right_only,0.0,1
94301,0.0,29,right_only,0.0,1
94303,0.0,22,right_only,0.0,1
94304,0.0,69,right_only,0.0,1
94305,0.0,51,right_only,0.0,1
94306,0.0,88,right_only,0.0,1
94401,0.0,37,right_only,0.0,1
94402,0.0,52,right_only,0.0,1
94403,0.0,128,right_only,0.0,1
94404,0.0,49,right_only,0.0,1
94501,0.0,23,right_only,0.0,1
94502,0.0,26,right_only,0.0,1
94503,0.0,11,right_only,0.0,1
94506,0.0,2,right_only,0.0,1
94507,0.0,2,right_only,0.0,1
94508,0.0,1,right_only,0.0,1
94509,0.0,14,right_only,0.0,1
94510,0.0,5,right_only,0.0,1
94513,0.0,30,right_only,0.0,1
94514,0.0,1,right_only,0.0,1
94515,0.0,21,right_only,0.0,1
94519,0.0,2,right_only,0.0,1
94520,0.0,22,right_only,0.0,1
94521,0.0,5,right_only,0.0,1
94523,0.0,23,right_only,0.0,1
94526,0.0,6,right_only,0.0,1
94530,0.0,5,right_only,0.0,1
94531,0.0,2,right_only,0.0,1
94533,0.0,20,right_only,0.0,1
94534,0.0,30,right_only,0.0,1
94536,0.0,6,right_only,0.0,1
94538,0.0,89,right_only,0.0,1
94539,0.0,47,right_only,0.0,1
94541,0.0,9,right_only,0.0,1
94542,0.0,26,right_only,0.0,1
94544,0.0,50,right_only,0.0,1
94545,0.0,38,right_only,0.0,1
94546,0.0,7,right_only,0.0,1
94547,0.0,12,right_only,0.0,1
94549,0.0,6,right_only,0.0,1
94550,0.0,12,right_only,0.0,1
94551,0.0,39,right_only,0.0,1
94553,0.0,36,right_only,0.0,1
94555,0.0,13,right_only,0.0,1
94556,0.0,8,right_only,0.0,1
94558,0.0,75,right_only,0.0,1
94559,0.0,62,right_only,0.0,1
94560,0.0,32,right_only,0.0,1
94561,0.0,14,right_only,0.0,1
94562,0.0,5,right_only,0.0,1
94564,0.0,3,right_only,0.0,1
94565,0.0,20,right_only,0.0,1
94566,0.0,30,right_only,0.0,1
94568,0.0,78,right_only,0.0,1
94571,0.0,2,right_only,0.0,1
94573,0.0,5,right_only,0.0,1
94574,0.0,37,right_only,0.0,1
94576,0.0,1,right_only,0.0,1
94577,0.0,9,right_only,0.0,1
94578,0.0,7,right_only,0.0,1
94579,0.0,8,right_only,0.0,1
94580,0.0,4,right_only,0.0,1
94582,0.0,8,right_only,0.0,1
94583,0.0,23,right_only,0.0,1
94585,0.0,7,right_only,0.0,1
94587,0.0,7,right_only,0.0,1
94588,0.0,55,right_only,0.0,1
94589,0.0,3,right_only,0.0,1
94590,0.0,26,right_only,0.0,1
94591,0.0,7,right_only,0.0,1
94592,0.0,3,right_only,0.0,1
94595,0.0,2,right_only,0.0,1
94596,0.0,29,right_only,0.0,1
94597,0.0,21,right_only,0.0,1
94598,0.0,24,right_only,0.0,1
94599,0.0,9,right_only,0.0,1
94601,0.0,1,right_only,0.0,1
94602,0.0,2,right_only,0.0,1
94603,0.0,2,right_only,0.0,1
94605,0.0,3,right_only,0.0,1
94606,0.0,2,right_only,0.0,1
94607,0.0,46,right_only,0.0,1
94608,0.0,23,right_only,0.0,1
94609,0.0,17,right_only,0.0,1
94610,0.0,1,right_only,0.0,1
94611,0.0,5,right_only,0.0,1
94612,0.0,58,right_only,0.0,1
94619,0.0,1,right_only,0.0,1
94621,0.0,16,right_only,0.0,1
94702,0.0,2,right_only,0.0,1
94704,0.0,42,right_only,0.0,1
94705,0.0,8,right_only,0.0,1
94706,0.0,1,right_only,0.0,1
94707,0.0,1,right_only,0.0,1
94709,0.0,1,right_only,0.0,1
94710,0.0,15,right_only,0.0,1
94720,0.0,1,right_only,0.0,1
94801,0.0,1,right_only,0.0,1
94804,0.0,18,right_only,0.0,1
94805,0.0,2,right_only,0.0,1
94806,0.0,23,right_only,0.0,1
94901,0.0,24,right_only,0.0,1
94903,0.0,41,right_only,0.0,1
94904,0.0,12,right_only,0.0,1
94920,0.0,13,right_only,0.0,1
94925,0.0,8,right_only,0.0,1
94928,0.0,48,right_only,0.0,1
94929,0.0,1,right_only,0.0,1
94930,0.0,3,right_only,0.0,1
94931,0.0,5,right_only,0.0,1
94937,0.0,1,right_only,0.0,1
94939,0.0,13,right_only,0.0,1
94941,0.0,12,right_only,0.0,1
94945,0.0,20,right_only,0.0,1
94947,0.0,11,right_only,0.0,1
94949,0.0,19,right_only,0.0,1
94950,0.0,2,right_only,0.0,1
94952,0.0,24,right_only,0.0,1
94954,0.0,18,right_only,0.0,1
94956,0.0,3,right_only,0.0,1
94957,0.0,2,right_only,0.0,1
94960,0.0,16,right_only,0.0,1
94965,0.0,4,right_only,0.0,1
94970,0.0,3,right_only,0.0,1
95002,0.0,6,right_only,0.0,1
95003,0.0,4,right_only,0.0,1
95008,0.0,54,right_only,0.0,1
95010,0.0,7,right_only,0.0,1
95014,0.0,115,right_only,0.0,1
95018,0.0,3,right_only,0.0,1
95020,0.0,31,right_only,0.0,1
95023,0.0,16,right_only,0.0,1
95030,0.0,17,right_only,0.0,1
95032,0.0,6,right_only,0.0,1
95033,0.0,1,right_only,0.0,1
95035,0.0,79,right_only,0.0,1
95037,0.0,18,right_only,0.0,1
95043,0.0,2,right_only,0.0,1
95046,0.0,4,right_only,0.0,1
95050,0.0,40,right_only,0.0,1
95051,0.0,18,right_only,0.0,1
95053,0.0,5,right_only,0.0,1
95054,0.0,294,right_only,0.0,1
95060,0.0,29,right_only,0.0,1
95062,0.0,5,right_only,0.0,1
95064,0.0,14,right_only,0.0,1
95065,0.0,3,right_only,0.0,1
95066,0.0,7,right_only,0.0,1
95070,0.0,16,right_only,0.0,1
95073,0.0,1,right_only,0.0,1
95076,0.0,28,right_only,0.0,1
95110,0.0,81,right_only,0.0,1
95111,0.0,2,right_only,0.0,1
95112,0.0,97,right_only,0.0,1
95113,0.0,64,right_only,0.0,1
95116,0.0,2,right_only,0.0,1
95117,0.0,52,right_only,0.0,1
95118,0.0,14,right_only,0.0,1
95119,0.0,4,right_only,0.0,1
95120,0.0,2,right_only,0.0,1
95121,0.0,6,right_only,0.0,1
95122,0.0,5,right_only,0.0,1
95123,0.0,11,right_only,0.0,1
95124,0.0,5,right_only,0.0,1
95125,0.0,4,right_only,0.0,1
95126,0.0,41,right_only,0.0,1
95127,0.0,2,right_only,0.0,1
95128,0.0,62,right_only,0.0,1
95129,0.0,13,right_only,0.0,1
95131,0.0,27,right_only,0.0,1
95132,0.0,2,right_only,0.0,1
95133,0.0,38,right_only,0.0,1
95134,0.0,99,right_only,0.0,1
95135,0.0,9,right_only,0.0,1
95136,0.0,7,right_only,0.0,1
95138,0.0,10,right_only,0.0,1
95139,0.0,1,right_only,0.0,1
95148,0.0,2,right_only,0.0,1
95202,0.0,5,right_only,0.0,1
95203,0.0,1,right_only,0.0,1
95204,0.0,5,right_only,0.0,1
95205,0.0,1,right_only,0.0,1
95206,0.0,4,right_only,0.0,1
95207,0.0,10,right_only,0.0,1
95209,0.0,2,right_only,0.0,1
95210,0.0,5,right_only,0.0,1
95211,0.0,5,right_only,0.0,1
95212,0.0,5,right_only,0.0,1
95215,0.0,1,right_only,0.0,1
95219,0.0,7,right_only,0.0,1
95220,0.0,3,right_only,0.0,1
95222,0.0,1,right_only,0.0,1
95223,0.0,3,right_only,0.0,1
95228,0.0,1,right_only,0.0,1
95231,0.0,1,right_only,0.0,1
95237,0.0,1,right_only,0.0,1
95240,0.0,15,right_only,0.0,1
95242,0.0,12,right_only,0.0,1
95247,0.0,3,right_only,0.0,1
95261,0.0,1,right_only,0.0,1
95301,0.0,6,right_only,0.0,1
95304,0.0,8,right_only,0.0,1
95305,0.0,1,right_only,0.0,1
95307,0.0,6,right_only,0.0,1
95315,0.0,1,right_only,0.0,1
95318,0.0,2,right_only,0.0,1
95319,0.0,1,right_only,0.0,1
95320,0.0,2,right_only,0.0,1
95321,0.0,11,right_only,0.0,1
95322,0.0,5,right_only,0.0,1
95326,0.0,2,right_only,0.0,1
95327,0.0,4,right_only,0.0,1
95330,0.0,11,right_only,0.0,1
95334,0.0,1,right_only,0.0,1
95336,0.0,10,right_only,0.0,1
95337,0.0,27,right_only,0.0,1
95338,0.0,3,right_only,0.0,1
95340,0.0,4,right_only,0.0,1
95343,0.0,3,right_only,0.0,1
95345,0.0,1,right_only,0.0,1
95346,0.0,1,right_only,0.0,1
95348,0.0,4,right_only,0.0,1
95350,0.0,3,right_only,0.0,1
95351,0.0,3,right_only,0.0,1
95354,0.0,13,right_only,0.0,1
95355,0.0,1,right_only,0.0,1
95356,0.0,14,right_only,0.0,1
95358,0.0,4,right_only,0.0,1
95361,0.0,7,right_only,0.0,1
95363,0.0,7,right_only,0.0,1
95366,0.0,3,right_only,0.0,1
95370,0.0,7,right_only,0.0,1
95376,0.0,16,right_only,0.0,1
95377,0.0,14,right_only,0.0,1
95379,0.0,1,right_only,0.0,1
95380,0.0,21,right_only,0.0,1
95382,0.0,4,right_only,0.0,1
95383,0.0,1,right_only,0.0,1
95386,0.0,1,right_only,0.0,1
95387,0.0,2,right_only,0.0,1
95389,0.0,9,right_only,0.0,1
95391,0.0,1,right_only,0.0,1
95401,0.0,20,right_only,0.0,1
95402,0.0,1,right_only,0.0,1
95403,0.0,42,right_only,0.0,1
95404,0.0,10,right_only,0.0,1
95405,0.0,4,right_only,0.0,1
95407,0.0,34,right_only,0.0,1
95409,0.0,1,right_only,0.0,1
95412,0.0,1,right_only,0.0,1
95415,0.0,1,right_only,0.0,1
95422,0.0,1,right_only,0.0,1
95423,0.0,1,right_only,0.0,1
95425,0.0,5,right_only,0.0,1
95432,0.0,2,right_only,0.0,1
95436,0.0,6,right_only,0.0,1
95437,0.0,9,right_only,0.0,1
95438,0.0,1,right_only,0.0,1
95439,0.0,2,right_only,0.0,1
95441,0.0,5,right_only,0.0,1
95442,0.0,5,right_only,0.0,1
95446,0.0,3,right_only,0.0,1
95448,0.0,53,right_only,0.0,1
95449,0.0,2,right_only,0.0,1
95450,0.0,3,right_only,0.0,1
95451,0.0,1,right_only,0.0,1
95452,0.0,2,right_only,0.0,1
95453,0.0,2,right_only,0.0,1
95454,0.0,4,right_only,0.0,1
95456,0.0,6,right_only,0.0,1
95460,0.0,7,right_only,0.0,1
95461,0.0,4,right_only,0.0,1
95462,0.0,2,right_only,0.0,1
95465,0.0,1,right_only,0.0,1
95466,0.0,5,right_only,0.0,1
95468,0.0,2,right_only,0.0,1
95470,0.0,2,right_only,0.0,1
95472,0.0,12,right_only,0.0,1
95476,0.0,22,right_only,0.0,1
95482,0.0,21,right_only,0.0,1
95485,0.0,2,right_only,0.0,1
95490,0.0,6,right_only,0.0,1
95492,0.0,14,right_only,0.0,1
95497,0.0,4,right_only,0.0,1
95501,0.0,17,right_only,0.0,1
95503,0.0,4,right_only,0.0,1
95519,0.0,1,right_only,0.0,1
95521,0.0,16,right_only,0.0,1
95525,0.0,9,right_only,0.0,1
95531,0.0,10,right_only,0.0,1
95536,0.0,4,right_only,0.0,1
95540,0.0,10,right_only,0.0,1
95542,0.0,5,right_only,0.0,1
95546,0.0,6,right_only,0.0,1
95551,0.0,4,right_only,0.0,1
95553,0.0,1,right_only,0.0,1
95562,0.0,1,right_only,0.0,1
95567,0.0,3,right_only,0.0,1
95570,0.0,3,right_only,0.0,1
95573,0.0,2,right_only,0.0,1
95585,0.0,1,right_only,0.0,1
95589,0.0,1,right_only,0.0,1
95601,0.0,2,right_only,0.0,1
95603,0.0,31,right_only,0.0,1
95605,0.0,13,right_only,0.0,1
95606,0.0,2,right_only,0.0,1
95608,0.0,7,right_only,0.0,1
95610,0.0,7,right_only,0.0,1
95616,0.0,31,right_only,0.0,1
95618,0.0,15,right_only,0.0,1
95620,0.0,7,right_only,0.0,1
95621,0.0,7,right_only,0.0,1
95624,0.0,4,right_only,0.0,1
95627,0.0,5,right_only,0.0,1
95628,0.0,7,right_only,0.0,1
95630,0.0,61,right_only,0.0,1
95632,0.0,5,right_only,0.0,1
95634,0.0,1,right_only,0.0,1
95640,0.0,1,right_only,0.0,1
95642,0.0,4,right_only,0.0,1
95645,0.0,2,right_only,0.0,1
95646,0.0,4,right_only,0.0,1
95648,0.0,22,right_only,0.0,1
95650,0.0,3,right_only,0.0,1
95651,0.0,1,right_only,0.0,1
95652,0.0,5,right_only,0.0,1
95658,0.0,1,right_only,0.0,1
95660,0.0,1,right_only,0.0,1
95661,0.0,17,right_only,0.0,1
95662,0.0,1,right_only,0.0,1
95667,0.0,31,right_only,0.0,1
95669,0.0,4,right_only,0.0,1
95670,0.0,25,right_only,0.0,1
95677,0.0,23,right_only,0.0,1
95678,0.0,35,right_only,0.0,1
95682,0.0,3,right_only,0.0,1
95683,0.0,2,right_only,0.0,1
95684,0.0,4,right_only,0.0,1
95685,0.0,4,right_only,0.0,1
95687,0.0,21,right_only,0.0,1
95688,0.0,16,right_only,0.0,1
95691,0.0,23,right_only,0.0,1
95694,0.0,5,right_only,0.0,1
95695,0.0,19,right_only,0.0,1
95713,0.0,4,right_only,0.0,1
95726,0.0,5,right_only,0.0,1
95728,0.0,5,right_only,0.0,1
95735,0.0,1,right_only,0.0,1
95742,0.0,3,right_only,0.0,1
95746,0.0,5,right_only,0.0,1
95747,0.0,9,right_only,0.0,1
95757,0.0,54,right_only,0.0,1
95758,0.0,15,right_only,0.0,1
95762,0.0,11,right_only,0.0,1
95765,0.0,8,right_only,0.0,1
95776,0.0,12,right_only,0.0,1
95811,0.0,47,right_only,0.0,1
95814,0.0,131,right_only,0.0,1
95815,0.0,21,right_only,0.0,1
95816,0.0,9,right_only,0.0,1
95817,0.0,20,right_only,0.0,1
95818,0.0,2,right_only,0.0,1
95819,0.0,6,right_only,0.0,1
95820,0.0,11,right_only,0.0,1
95821,0.0,6,right_only,0.0,1
95822,0.0,12,right_only,0.0,1
95823,0.0,9,right_only,0.0,1
95824,0.0,1,right_only,0.0,1
95825,0.0,6,right_only,0.0,1
95826,0.0,12,right_only,0.0,1
95827,0.0,24,right_only,0.0,1
95828,0.0,4,right_only,0.0,1
95829,0.0,2,right_only,0.0,1
95831,0.0,4,right_only,0.0,1
95832,0.0,4,right_only,0.0,1
95833,0.0,34,right_only,0.0,1
95834,0.0,24,right_only,0.0,1
95835,0.0,17,right_only,0.0,1
95837,0.0,3,right_only,0.0,1
95838,0.0,5,right_only,0.0,1
95841,0.0,7,right_only,0.0,1
95842,0.0,4,right_only,0.0,1
95843,0.0,1,right_only,0.0,1
95864,0.0,3,right_only,0.0,1
95901,0.0,3,right_only,0.0,1
95926,0.0,3,right_only,0.0,1
95928,0.0,36,right_only,0.0,1
95932,0.0,1,right_only,0.0,1
95936,0.0,2,right_only,0.0,1
95937,0.0,5,right_only,0.0,1
95945,0.0,12,right_only,0.0,1
95948,0.0,1,right_only,0.0,1
95949,0.0,1,right_only,0.0,1
95959,0.0,1,right_only,0.0,1
95960,0.0,1,right_only,0.0,1
95961,0.0,1,right_only,0.0,1
95962,0.0,2,right_only,0.0,1
95963,0.0,2,right_only,0.0,1
95965,0.0,3,right_only,0.0,1
95966,0.0,1,right_only,0.0,1
95969,0.0,2,right_only,0.0,1
95971,0.0,3,right_only,0.0,1
95973,0.0,4,right_only,0.0,1
95987,0.0,4,right_only,0.0,1
95988,0.0,2,right_only,0.0,1
95991,0.0,3,right_only,0.0,1
95993,0.0,3,right_only,0.0,1
96001,0.0,14,right_only,0.0,1
96002,0.0,18,right_only,0.0,1
96003,0.0,9,right_only,0.0,1
96007,0.0,4,right_only,0.0,1
96013,0.0,1,right_only,0.0,1
96021,0.0,6,right_only,0.0,1
96022,0.0,1,right_only,0.0,1
96024,0.0,1,right_only,0.0,1
96025,0.0,3,right_only,0.0,1
96044,0.0,1,right_only,0.0,1
96051,0.0,2,right_only,0.0,1
96052,0.0,1,right_only,0.0,1
96063,0.0,2,right_only,0.0,1
96067,0.0,11,right_only,0.0,1
96073,0.0,1,right_only,0.0,1
96080,0.0,12,right_only,0.0,1
96088,0.0,1,right_only,0.0,1
96091,0.0,2,right_only,0.0,1
96093,0.0,1,right_only,0.0,1
96094,0.0,6,right_only,0.0,1
96097,0.0,7,right_only,0.0,1
96101,0.0,2,right_only,0.0,1
96103,0.0,2,right_only,0.0,1
96106,0.0,1,right_only,0.0,1
96107,0.0,1,right_only,0.0,1
96115,0.0,1,right_only,0.0,1
96118,0.0,1,right_only,0.0,1
96120,0.0,2,right_only,0.0,1
96122,0.0,1,right_only,0.0,1
96130,0.0,5,right_only,0.0,1
96134,0.0,1,right_only,0.0,1
96145,0.0,7,right_only,0.0,1
96146,0.0,3,right_only,0.0,1
96148,0.0,1,right_only,0.0,1
96150,0.0,19,right_only,0.0,1
96161,0.0,25,right_only,0.0,1
99067,0.0,1,right_only,0.0,1
nan,0.0,1,right_only,0.0,1
