zip,num_ev_vehicles,num_ev_stations,ev_vehicles_per_station
94108,0.0,29,0.0
94109,0.0,18,0.0
94110,0.0,13,0.0
94111,0.0,37,0.0
94112,0.0,8,0.0
94115,0.0,9,0.0
94116,0.0,11,0.0
94117,0.0,3,0.0
94118,0.0,7,0.0
94121,0.0,2,0.0
94122,0.0,8,0.0
94123,0.0,39,0.0
94124,0.0,8,0.0
94128,0.0,106,0.0
94129,0.0,6,0.0
94131,0.0,1,0.0
94132,0.0,29,0.0
94133,0.0,6,0.0
94143,0.0,5,0.0
94158,0.0,130,0.0
94301,0.0,29,0.0
94303,0.0,22,0.0
94304,0.0,69,0.0
94305,0.0,51,0.0
94306,0.0,88,0.0
94401,0.0,37,0.0
94402,0.0,52,0.0
94403,0.0,128,0.0
94404,0.0,49,0.0
94501,0.0,23,0.0
94502,0.0,26,0.0
94503,0.0,11,0.0
94506,0.0,2,0.0
94507,0.0,2,0.0
94508,0.0,1,0.0
94509,0.0,14,0.0
94510,0.0,5,0.0
94513,0.0,30,0.0
94514,0.0,1,0.0
94515,0.0,21,0.0
94519,0.0,2,0.0
94520,0.0,22,0.0
94521,0.0,5,0.0
94523,0.0,22,0.0
94526,0.0,6,0.0
94530,0.0,5,0.0
94531,0.0,2,0.0
94533,0.0,20,0.0
94534,0.0,30,0.0
94536,0.0,6,0.0
94538,0.0,88,0.0
94539,0.0,47,0.0
94541,0.0,8,0.0
94542,0.0,26,0.0
94544,0.0,50,0.0
94545,0.0,38,0.0
94546,0.0,7,0.0
94547,0.0,12,0.0
94549,0.0,6,0.0
94550,0.0,12,0.0
94551,0.0,39,0.0
94553,0.0,36,0.0
94555,0.0,13,0.0
94556,0.0,8,0.0
94558,0.0,75,0.0
94559,0.0,62,0.0
94560,0.0,32,0.0
94561,0.0,14,0.0
94562,0.0,5,0.0
94564,0.0,3,0.0
94565,0.0,20,0.0
94566,0.0,30,0.0
94568,0.0,78,0.0
94571,0.0,2,0.0
94573,0.0,5,0.0
94574,0.0,37,0.0
94576,0.0,1,0.0
94577,0.0,9,0.0
94578,0.0,7,0.0
94579,0.0,8,0.0
94580,0.0,4,0.0
94582,0.0,8,0.0
94583,0.0,22,0.0
94585,0.0,7,0.0
94587,0.0,7,0.0
94588,0.0,55,0.0
94589,0.0,3,0.0
94590,0.0,26,0.0
94591,0.0,7,0.0
