zip,num_ev_vehicles,num_ev_stations,ev_vehicles_per_station
95449,0.0,2,0.0
95450,0.0,3,0.0
95451,0.0,1,0.0
95452,0.0,2,0.0
95453,0.0,2,0.0
95454,0.0,4,0.0
95456,0.0,6,0.0
95460,0.0,7,0.0
95461,0.0,4,0.0
95462,0.0,2,0.0
95465,0.0,1,0.0
95466,0.0,5,0.0
95468,0.0,2,0.0
95470,0.0,2,0.0
95472,0.0,12,0.0
95476,0.0,22,0.0
95482,0.0,21,0.0
95485,0.0,2,0.0
95490,0.0,6,0.0
95492,0.0,14,0.0
95497,0.0,4,0.0
95501,0.0,17,0.0
95503,0.0,4,0.0
95519,0.0,1,0.0
95521,0.0,16,0.0
95525,0.0,9,0.0
95531,0.0,10,0.0
95536,0.0,4,0.0
95540,0.0,10,0.0
95542,0.0,5,0.0
95546,0.0,6,0.0
95551,0.0,4,0.0
95553,0.0,1,0.0
95562,0.0,1,0.0
95567,0.0,3,0.0
95570,0.0,3,0.0
95573,0.0,2,0.0
95585,0.0,1,0.0
95589,0.0,1,0.0
95601,0.0,2,0.0
95603,0.0,31,0.0
95605,0.0,13,0.0
95606,0.0,2,0.0
95608,0.0,7,0.0
95610,0.0,7,0.0
95616,0.0,31,0.0
95618,0.0,15,0.0
95620,0.0,7,0.0
95621,0.0,7,0.0
95624,0.0,4,0.0
95627,0.0,5,0.0
95628,0.0,7,0.0
95630,0.0,61,0.0
95632,0.0,5,0.0
95634,0.0,1,0.0
95640,0.0,1,0.0
95642,0.0,4,0.0
95645,0.0,2,0.0
95646,0.0,4,0.0
95648,0.0,22,0.0
95650,0.0,3,0.0
95651,0.0,1,0.0
95652,0.0,5,0.0
95658,0.0,1,0.0
95660,0.0,1,0.0
95661,0.0,17,0.0
95662,0.0,1,0.0
95667,0.0,31,0.0
95669,0.0,4,0.0
95670,0.0,25,0.0
95677,0.0,23,0.0
95678,0.0,35,0.0
95682,0.0,3,0.0
95683,0.0,2,0.0
95684,0.0,4,0.0
95685,0.0,4,0.0
95687,0.0,21,0.0
95688,0.0,16,0.0
95691,0.0,22,0.0
95694,0.0,5,0.0
95695,0.0,19,0.0
95713,0.0,4,0.0
95726,0.0,5,0.0
95728,0.0,5,0.0
95735,0.0,1,0.0
95742,0.0,3,0.0
95746,0.0,5,0.0
95747,0.0,9,0.0
95757,0.0,54,0.0
95758,0.0,15,0.0
95762,0.0,11,0.0
95765,0.0,8,0.0
95776,0.0,12,0.0
95811,0.0,47,0.0
95814,0.0,131,0.0
95815,0.0,21,0.0
95816,0.0,9,0.0
95817,0.0,20,0.0
95818,0.0,2,0.0
95819,0.0,6,0.0
95820,0.0,11,0.0
95821,0.0,6,0.0
95822,0.0,12,0.0
95823,0.0,9,0.0
95824,0.0,1,0.0
95825,0.0,6,0.0
95826,0.0,12,0.0
95827,0.0,24,0.0
95828,0.0,4,0.0
95829,0.0,2,0.0
95831,0.0,4,0.0
95832,0.0,4,0.0
95833,0.0,34,0.0
95834,0.0,24,0.0
95835,0.0,17,0.0
95837,0.0,3,0.0
95838,0.0,5,0.0
95841,0.0,7,0.0
95842,0.0,4,0.0
95843,0.0,1,0.0
95864,0.0,3,0.0
95901,0.0,3,0.0
95926,0.0,3,0.0
95928,0.0,36,0.0
95932,0.0,1,0.0
95936,0.0,2,0.0
95937,0.0,5,0.0
95945,0.0,12,0.0
95948,0.0,1,0.0
95949,0.0,1,0.0
95959,0.0,1,0.0
95960,0.0,1,0.0
95961,0.0,1,0.0
95962,0.0,2,0.0
95963,0.0,2,0.0
95965,0.0,3,0.0
95966,0.0,1,0.0
95969,0.0,2,0.0
95971,0.0,3,0.0
95973,0.0,4,0.0
95987,0.0,4,0.0
95988,0.0,2,0.0
95991,0.0,3,0.0
95993,0.0,3,0.0
96001,0.0,14,0.0
96002,0.0,18,0.0
96003,0.0,9,0.0
96007,0.0,4,0.0
96013,0.0,1,0.0
96021,0.0,6,0.0
96022,0.0,1,0.0
96024,0.0,1,0.0
96025,0.0,3,0.0
96044,0.0,1,0.0
96051,0.0,2,0.0
96052,0.0,1,0.0
96063,0.0,2,0.0
96067,0.0,11,0.0
96073,0.0,1,0.0
96080,0.0,12,0.0
96088,0.0,1,0.0
96091,0.0,2,0.0
96093,0.0,1,0.0
96094,0.0,6,0.0
96097,0.0,7,0.0
96101,0.0,2,0.0
96103,0.0,2,0.0
96106,0.0,1,0.0
96107,0.0,1,0.0
96115,0.0,1,0.0
96118,0.0,1,0.0
96120,0.0,2,0.0
96122,0.0,1,0.0
96130,0.0,5,0.0
96134,0.0,1,0.0
96145,0.0,7,0.0
96146,0.0,3,0.0
96148,0.0,1,0.0
96150,0.0,19,0.0
96161,0.0,25,0.0
99067,0.0,1,0.0
nan,0.0,1,0.0
