zip,num_ev_vehicles,num_ev_stations,ev_vehicles_per_station
92398,10.0,6.0,1.6666666666666667
92399,1053.0,3.0,351.0
92401,8.0,4.0,2.0
92402,1.0,0.0,
92404,462.0,15.0,30.8
92405,202.0,1.0,202.0
92406,1.0,0.0,
92407,1118.0,3.0,372.6666666666667
92408,239.0,94.0,2.5425531914893615
92410,272.0,26.0,10.461538461538462
92411,122.0,3.0,40.666666666666664
92413,3.0,0.0,
92415,12.0,2.0,6.0
92423,7.0,0.0,
92427,3.0,0.0,
92501,407.0,22.0,18.5
92502,22.0,0.0,
92503,2182.0,17.0,128.35294117647058
92504,1149.0,16.0,71.8125
92505,831.0,2.0,415.5
92506,1530.0,5.0,306.0
92507,1265.0,46.0,27.5
92508,1487.0,6.0,247.83333333333334
92509,1197.0,9.0,133.0
92513,5.0,0.0,
92514,2.0,0.0,
92516,3.0,0.0,
92517,8.0,0.0,
92518,360.0,6.0,60.0
92519,4.0,0.0,
92521,5.0,0.0,
92530,1160.0,6.0,193.33333333333334
92531,5.0,0.0,
92532,1713.0,2.0,856.5
92533,1.0,0.0,
92536,64.0,0.0,
92539,33.0,5.0,6.6
92543,301.0,3.0,100.33333333333333
92544,468.0,2.0,234.0
92545,582.0,4.0,145.5
92546,4.0,0.0,
92548,123.0,0.0,
92549,63.0,2.0,31.5
92551,467.0,0.0,
92552,7.0,0.0,
92553,768.0,10.0,76.8
92555,1183.0,21.0,56.333333333333336
92557,970.0,9.0,107.77777777777777
92561,48.0,0.0,
92562,2190.0,25.0,87.6
92563,3337.0,17.0,196.2941176470588
92564,18.0,0.0,
92567,115.0,0.0,
92570,683.0,5.0,136.6
92571,919.0,9.0,102.11111111111111
92572,2.0,0.0,
92581,5.0,0.0,
92582,367.0,1.0,367.0
92583,296.0,0.0,
92584,2625.0,4.0,656.25
92585,956.0,0.0,
92586,325.0,1.0,325.0
92587,502.0,0.0,
92589,20.0,0.0,
92590,238.0,11.0,21.636363636363637
92591,1826.0,16.0,114.125
92592,3594.0,23.0,156.2608695652174
92593,8.0,0.0,
92595,841.0,4.0,210.25
92596,1814.0,4.0,453.5
92602,4319.0,16.0,269.9375
92603,2658.0,62.0,42.87096774193548
92604,1883.0,32.0,58.84375
92605,3.0,0.0,
92606,2011.0,19.0,105.84210526315789
92607,15.0,0.0,
92608,1.0,0.0,
92609,7.0,0.0,
92610,1317.0,8.0,164.625
92612,2426.0,131.0,18.519083969465647
92614,2402.0,60.0,40.03333333333333
92615,12.0,0.0,
92616,13.0,0.0,
92617,668.0,103.0,6.485436893203883
92618,10671.0,338.0,31.571005917159763
92619,39.0,0.0,
92620,7025.0,13.0,540.3846153846154
92623,25.0,0.0,
92624,341.0,1.0,341.0
92625,1378.0,3.0,459.3333333333333
92626,2491.0,98.0,25.418367346938776
92627,2096.0,3.0,698.6666666666666
92628,7.0,0.0,
92629,1684.0,11.0,153.0909090909091
92630,4576.0,18.0,254.22222222222223
92636,1.0,0.0,
